,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,NICOLLS RITCHIE,TEAM TBB,1- ELITE HOMME,M,0 days 05:40:01.000000000,0 days 00:26:57.000000000,0 days 03:54:25.000000000,0 days 01:16:26.000000000
1,2,FAURE HERVE,NON LICENCIE,1- SENIOR 4 HOMME,M,0 days 05:45:38.000000000,0 days 00:29:16.000000000,0 days 03:51:45.000000000,0 days 01:22:09.000000000
2,3,SKIPWORTH TODD,TEAM TBB,2- ELITE HOMME,M,0 days 05:51:19.000000000,0 days 00:26:58.000000000,0 days 03:55:43.000000000,0 days 01:25:49.000000000
3,4,BAYLISS STEPHEN,TEAM TBB,3- ELITE HOMME,M,0 days 06:00:01.000000000,0 days 00:27:03.000000000,0 days 04:02:30.000000000,0 days 01:28:19.000000000
4,5,MARCEAU OLIVIER,NON LICENCIE,1- VETERAN 1 HOMME,M,0 days 06:02:08.000000000,0 days 00:29:12.000000000,0 days 04:02:08.000000000,0 days 01:28:22.000000000
5,6,WITH DAMIEN,TEAM MERMILLOD TRIATHLON,1- SENIOR 2 HOMME,M,0 days 06:02:34.000000000,,0 days 04:06:02.000000000,0 days 01:26:34.000000000
6,7,VAN HOUTEN TIMOTHY,DTTA,2- SENIOR 2 HOMME,M,0 days 06:03:32.000000000,0 days 00:33:05.000000000,0 days 03:58:41.000000000,0 days 01:28:18.000000000
7,8,JABERG PATRICK,TRI TEAM STEFFISBURG,1- SENIOR 3 HOMME,M,0 days 06:06:25.000000000,0 days 00:29:11.000000000,0 days 04:05:47.000000000,0 days 01:28:08.000000000
8,9,ELGEZABAL MIKEL,NON LICENCIE,2- SENIOR 3 HOMME,M,0 days 06:08:47.000000000,0 days 00:29:14.000000000,0 days 03:59:37.000000000,0 days 01:36:36.000000000
9,10,VITTRUP PEDERSEN MADS,ATLETICA TRI,3- SENIOR 2 HOMME,M,0 days 06:10:29.000000000,0 days 00:31:11.000000000,0 days 04:12:43.000000000,0 days 01:23:28.000000000
10,11,ANDUJAR BASTIDA PEDRO JOSE,CD TRIRUNNER,4- SENIOR 2 HOMME,M,0 days 06:15:55.000000000,0 days 00:33:09.000000000,0 days 04:04:31.000000000,0 days 01:35:25.000000000
11,12,MOREAU SEBASTIEN,PUISSANCE 3 COURNON TRIATHLON,2- SENIOR 4 HOMME,M,0 days 06:18:51.000000000,0 days 00:33:44.000000000,0 days 04:07:06.000000000,0 days 01:34:00.000000000
12,13,HALLEUMIEUX CHRISTOPHE,CÔTE OPALE TRIATHLON,2- VETERAN 1 HOMME,M,0 days 06:19:42.000000000,0 days 00:41:45.000000000,0 days 04:10:08.000000000,0 days 01:24:10.000000000
13,14,ELLIS MARY BETH,TEAM TBB,1- ELITE FEMME,F,0 days 06:20:00.000000000,0 days 00:29:05.000000000,0 days 04:21:19.000000000,0 days 01:26:47.000000000
14,15,VAN GERWEN TYCHO,TRIATLON BRUGGE TEAM,5- SENIOR 2 HOMME,M,0 days 06:20:40.000000000,0 days 00:29:27.000000000,0 days 04:18:06.000000000,0 days 01:29:52.000000000
15,16,REBOUL GILLES,DIJON TRIATHLON,3- VETERAN 1 HOMME,M,0 days 06:22:21.000000000,0 days 00:31:08.000000000,0 days 04:20:17.000000000,0 days 01:27:54.000000000
16,17,PIERRAT JEREMY,CTM55  MARVILLE,6- SENIOR 2 HOMME,M,0 days 06:24:13.000000000,0 days 00:39:51.000000000,0 days 04:10:18.000000000,0 days 01:29:38.000000000
17,18,REBEYROTTE THEO,ASVEL TRIATHLON,7- SENIOR 2 HOMME,M,0 days 06:25:40.000000000,,,
18,19,STEYAERT KRIS,DUATLONVERENIGING BALIEBRUGGE,3- SENIOR 4 HOMME,M,0 days 06:25:40.000000000,0 days 00:31:43.000000000,0 days 04:18:54.000000000,0 days 01:31:47.000000000
