,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,MARGIRIER MATHIS,TRI07 PRIVAS TRIATHLON,1-CAH,NaN,0 days 01:02:15.000000000,0 days 00:09:12.000000000,0 days 00:33:28.000000000,0 days 00:17:48.000000000
1,2,DOREZ PIERRE,VALENCE TRIATHLON,1-SEH,NaN,0 days 01:04:19.000000000,0 days 00:09:00.000000000,0 days 00:34:31.000000000,0 days 00:18:58.000000000
2,3,BROHEZ PIERRE,NOYON PUISSANCE 3 TRIATHLON,2-SEH,NaN,0 days 01:04:33.000000000,0 days 00:08:45.000000000,0 days 00:36:57.000000000,0 days 00:17:03.000000000
3,4,LEMAISTRE AURELIEN,LES PIRANHAS,3-SEH,NaN,0 days 01:05:15.000000000,0 days 00:09:26.000000000,0 days 00:36:27.000000000,0 days 00:17:45.000000000
4,5,VERSTRAETE EDOUARD,GRAVELINES TRIATHLON,2-CAH,NaN,0 days 01:05:27.000000000,0 days 00:09:50.000000000,0 days 00:35:51.000000000,0 days 00:17:56.000000000
5,6,FARICIER ROBIN,TRYSSINGEAUX,3-CAH,NaN,0 days 01:06:15.000000000,0 days 00:09:23.000000000,0 days 00:35:44.000000000,0 days 00:19:22.000000000
6,7,SUMPTER RICHARD,USN,4-SEH,NaN,0 days 01:06:32.000000000,0 days 00:10:17.000000000,0 days 00:36:21.000000000,0 days 00:18:11.000000000
7,8,PETIT GREGOIRE,TRYSSINGEAUX,4-CAH,NaN,0 days 01:07:10.000000000,0 days 00:10:19.000000000,0 days 00:36:35.000000000,0 days 00:18:26.000000000
8,9,JOUFFRET SEBASTIEN,MONTÉLIMAR TRIATHLON,5-SEH,NaN,0 days 01:07:14.000000000,0 days 00:09:29.000000000,0 days 00:37:50.000000000,0 days 00:17:50.000000000
9,10,MOREL GUILLAUME,TRICASTIN TRIATHLON CLUB,6-SEH,NaN,0 days 01:07:37.000000000,0 days 00:09:59.000000000,0 days 00:36:44.000000000,0 days 00:19:04.000000000
10,11,ARNAUD EMERIC,LES ALLIGATORS SEYNOD TRIATHLON,5-CAH,NaN,0 days 01:08:13.000000000,0 days 00:11:09.000000000,0 days 00:36:49.000000000,0 days 00:17:55.000000000
11,12,BOYER THIERRY,MAUGUIO CARNON TRIATHLON,1-VEH,NaN,0 days 01:09:10.000000000,0 days 00:11:04.000000000,0 days 00:37:16.000000000,0 days 00:18:50.000000000
12,13,MAUCUER OLIVIER,NON LICENCIE,2-VEH,NaN,0 days 01:09:13.000000000,0 days 00:10:53.000000000,0 days 00:36:37.000000000,0 days 00:19:16.000000000
13,14,VARA PHILIPPE,CÉVENNES ENDURANCE,3-VEH,NaN,0 days 01:09:33.000000000,0 days 00:12:53.000000000,0 days 00:35:54.000000000,0 days 00:18:11.000000000
14,15,ROUX SEBASTIEN,NON LICENCIE,7-SEH,NaN,0 days 01:09:39.000000000,0 days 00:12:03.000000000,0 days 00:35:36.000000000,0 days 00:19:51.000000000
15,16,LAURENT DAMIEN,WAIMEA TRIATHLON CLUB,1-JUH,NaN,0 days 01:09:51.000000000,0 days 00:11:02.000000000,0 days 00:38:31.000000000,0 days 00:18:25.000000000
16,17,MIMAULT NICOLAS,TRI ATHLÉ 86,2-JUH,NaN,0 days 01:10:15.000000000,0 days 00:09:42.000000000,0 days 00:38:44.000000000,0 days 00:19:59.000000000
17,18,TREHOU-HAINAUT GAUTHIER,TRI07 PRIVAS TRIATHLON,3-JUH,NaN,0 days 01:10:16.000000000,0 days 00:10:59.000000000,0 days 00:38:26.000000000,0 days 00:19:10.000000000
