,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,DIEMUNSCH ETIENNE,VITROLLES TRIATHLON,1- SENIOR 2 HOMME,M,0 days 01:54:19.000000000,,0 days 01:12:22.000000000,0 days 00:24:39.000000000
1,2,GUILLAUME ROMAIN,TRIATH LONS,2- SENIOR 2 HOMME,M,0 days 01:58:13.000000000,0 days 00:16:28.000000000,0 days 01:12:35.000000000,0 days 00:27:14.000000000
2,3,ZAMORA MARCEL,NON LICENCIE,1- SENIOR 4 HOMME,M,0 days 01:58:41.000000000,0 days 00:16:31.000000000,0 days 01:14:39.000000000,0 days 00:25:44.000000000
3,4,MOULAI TONY,POISSY TRIATHLON,2- SENIOR 4 HOMME,M,0 days 02:01:23.000000000,0 days 00:15:20.000000000,0 days 01:17:30.000000000,0 days 00:26:51.000000000
4,5,ARROS COLIN,TEAM LANDI ST POL TRI AND RUN,1- JUNIOR HOMME,M,0 days 02:01:30.000000000,0 days 00:17:34.000000000,0 days 01:13:09.000000000,0 days 00:28:29.000000000
5,6,LAMBOLEZ AUDRIC,EC SARTROUVILLE,1- SENIOR 1 HOMME,M,0 days 02:01:46.000000000,0 days 00:16:28.000000000,0 days 01:16:08.000000000,0 days 00:27:09.000000000
6,7,VERAMME KOEN,ATRIAC,1- SENIOR 3 HOMME,M,0 days 02:02:34.000000000,0 days 00:17:19.000000000,0 days 01:15:08.000000000,0 days 00:28:18.000000000
7,8,OUDE BENNINK MARK,STICHTING TEAM4TALENT,3- SENIOR 2 HOMME,M,0 days 02:02:57.000000000,0 days 00:15:59.000000000,0 days 01:16:53.000000000,0 days 00:28:02.000000000
8,9,MARCEAU OLIVIER,NON LICENCIE,1- VETERAN 1 HOMME,M,0 days 02:04:20.000000000,0 days 00:16:39.000000000,0 days 01:18:03.000000000,0 days 00:27:30.000000000
9,10,PAIS BRUNO,SL BENFICA,2- SENIOR 3 HOMME,M,0 days 02:04:31.000000000,0 days 00:15:58.000000000,0 days 01:19:57.000000000,0 days 00:26:53.000000000
10,11,CONINX DORIAN,VALENCE TRIATHLON,2- JUNIOR HOMME,M,0 days 02:05:36.000000000,0 days 00:14:59.000000000,0 days 01:20:07.000000000,0 days 00:28:22.000000000
11,12,ESPITALIER SEBASTIEN,TEAM MERMILLOD TRIATHLON,3- SENIOR 4 HOMME,M,0 days 02:06:37.000000000,,0 days 01:18:30.000000000,0 days 00:27:07.000000000
12,13,BROWN MATT,NON LICENCIE,2- SENIOR 1 HOMME,M,0 days 02:06:50.000000000,0 days 00:15:52.000000000,0 days 01:21:10.000000000,0 days 00:26:57.000000000
13,14,LOMBARD NICOLAS,ISSY LES MOULINEAUX TRIATHLON,3- SENIOR 3 HOMME,M,0 days 02:07:02.000000000,0 days 00:17:10.000000000,0 days 01:18:58.000000000,0 days 00:28:41.000000000
14,15,DESAULT TREVOR,TEAM TBB,1- ELITE HOMME,M,0 days 02:07:06.000000000,0 days 00:17:40.000000000,0 days 01:19:44.000000000,0 days 00:27:12.000000000
15,16,JAKSON EMMA,NON LICENCIE,1- SENIOR 1 FEMME,F,0 days 02:08:11.000000000,0 days 00:16:35.000000000,0 days 01:21:04.000000000,0 days 00:28:44.000000000
16,17,ZBINDEN ARNAUD,TRIVIERA,3- JUNIOR HOMME,M,0 days 02:08:15.000000000,0 days 00:16:14.000000000,0 days 01:19:40.000000000,0 days 00:30:25.000000000
17,18,VANDERPLANCKE ERWIN,TRIGT,4- JUNIOR HOMME,M,0 days 02:08:34.000000000,0 days 00:16:33.000000000,0 days 01:21:10.000000000,0 days 00:29:04.000000000
18,19,JAFFRE THOMAS,LOCMINÉ TRIATHLON,3- SENIOR 1 HOMME,M,0 days 02:08:39.000000000,0 days 00:17:37.000000000,0 days 01:18:35.000000000,0 days 00:28:51.000000000
19,20,CALLE RICHARD,PRAT TRIATLÓ,4- SENIOR 3 HOMME,M,0 days 02:09:34.000000000,0 days 00:16:32.000000000,0 days 01:18:39.000000000,0 days 00:32:29.000000000
