,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,ROTA SYLVAIN,CRV LYON,1-MSE,,0 days 02:02:43.000000000,0 days 00:19:52.000000000,0 days 01:00:30.000000000,0 days 00:41:14.000000000
1,2,CRIADO ROMAIN,TEAM MERMILLOD TRIATHLON,2-MSE,,0 days 02:05:07.000000000,0 days 00:19:47.000000000,0 days 01:05:41.000000000,0 days 00:38:28.000000000
2,3,DUPONT PHILIPPE,NON LICENCIE,3-MSE,,0 days 02:05:34.000000000,0 days 00:19:47.000000000,0 days 01:04:45.000000000,0 days 00:39:51.000000000
3,4,ROBERT BAPTISTE,VALENCE TRIATHLON,4-MSE,,0 days 02:07:11.000000000,0 days 00:19:04.000000000,0 days 01:04:35.000000000,0 days 00:42:20.000000000
4,5,BOUDIN CHRISTOPHE,TEAM MERMILLOD TRIATHLON,5-MSE,,0 days 02:07:55.000000000,0 days 00:21:26.000000000,0 days 01:05:16.000000000,0 days 00:40:06.000000000
5,6,BALLY LAURENT,AL ECHIROLLES,6-MSE,,0 days 02:07:56.000000000,0 days 00:21:25.000000000,0 days 01:04:59.000000000,0 days 00:40:11.000000000
6,7,DROUIN ARNAUD,CRV LYON,7-MSE,,0 days 02:08:37.000000000,0 days 00:19:42.000000000,0 days 01:08:02.000000000,0 days 00:39:46.000000000
7,8,FANTOLI OLIVIER,NON LICENCIE,1-MVE,,0 days 02:10:08.000000000,0 days 00:19:40.000000000,0 days 01:05:02.000000000,0 days 00:44:20.000000000
8,9,LINGEN SYLVAIN,AIX SAVOIE TRIATHLON,8-MSE,,0 days 02:11:37.000000000,0 days 00:20:43.000000000,0 days 01:04:39.000000000,0 days 00:45:09.000000000
9,10,DESIERES YOHAN,AL ECHIROLLES,9-MSE,,0 days 02:11:45.000000000,0 days 00:22:03.000000000,0 days 01:04:41.000000000,0 days 00:44:08.000000000
10,11,LEMAY BENJAMIN,LES HYDROCYCLOPEDS,10-MSE,,0 days 02:12:49.000000000,0 days 00:24:57.000000000,0 days 01:04:54.000000000,0 days 00:41:37.000000000
11,12,FAURAX WILLIAM,CHAMBÉRY TRIATHLON,2-MVE,,0 days 02:13:12.000000000,0 days 00:23:04.000000000,0 days 01:05:22.000000000,0 days 00:43:29.000000000
12,13,BUZZARELLO YANNICK,AL ECHIROLLES,3-MVE,,0 days 02:13:17.000000000,0 days 00:22:28.000000000,0 days 01:08:45.000000000,0 days 00:40:43.000000000
13,14,ARCHAMBAULT PIERRE YVES,AIX SAVOIE TRIATHLON,11-MSE,,0 days 02:14:01.000000000,0 days 00:24:10.000000000,0 days 01:04:25.000000000,0 days 00:44:05.000000000
14,15,ROUX NICOLAS,NON LICENCIE,12-MSE,,0 days 02:14:02.000000000,0 days 00:28:25.000000000,0 days 00:59:04.000000000,0 days 00:44:24.000000000
15,16,BELLET LAURENT,AIX SAVOIE TRIATHLON,4-MVE,,0 days 02:14:49.000000000,0 days 00:25:49.000000000,0 days 01:05:01.000000000,0 days 00:41:58.000000000
16,17,BERTRAND FABRICE,NON LICENCIE,5-MVE,,0 days 02:14:51.000000000,0 days 00:23:17.000000000,0 days 01:07:03.000000000,0 days 00:42:50.000000000
17,18,RUSCONI MICKAËL,LES ALLIGATORS SEYNOD,1-MJU,,0 days 02:15:44.000000000,0 days 00:22:14.000000000,0 days 01:08:17.000000000,0 days 00:43:29.000000000
18,19,BESSIERES LAURENT,GUC TRIATHLON,13-MSE,,0 days 02:16:00.000000000,0 days 00:24:12.000000000,0 days 01:04:49.000000000,0 days 00:45:28.000000000
19,20,ESPITALIER SEBASTIEN,NON LICENCIE,14-MSE,,0 days 02:16:09.000000000,0 days 00:21:32.000000000,0 days 01:08:00.000000000,0 days 00:45:28.000000000
