,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,ORVELIN JULIEN,CHAMBÉRY TRIATHLON,S1M (1),M,0 days 00:33:34.000000000,0 days 00:03:15.000000000,0 days 00:19:46.000000000,0 days 00:10:34.000000000
1,2,PAVAILLER SÉBASTIEN,CHAMBÉRY TRIATHLON,S1M (2),M,0 days 00:33:34.000000000,0 days 00:03:06.000000000,0 days 00:19:59.000000000,0 days 00:10:31.000000000
2,3,GUERRET HUGO,TRISALÈVE ANNEMASSE,S1M (3),M,0 days 00:33:56.000000000,0 days 00:02:52.000000000,0 days 00:19:51.000000000,0 days 00:11:14.000000000
3,4,LACHAUX-COUTTET GUILLAUME,TRISALEVE ANNEMASSE,CAM (1),M,0 days 00:34:28.000000000,0 days 00:03:07.000000000,0 days 00:20:35.000000000,0 days 00:10:47.000000000
4,5,THEDY GRÉGOIRE,TRISALEVE ANNEMASSE,JUM (1),M,0 days 00:34:28.000000000,0 days 00:03:23.000000000,0 days 00:20:18.000000000,0 days 00:10:49.000000000
5,6,LACHAUX-COUTTET AYMERIC,TRISALEVE ANNEMASSE,CAM (2),M,0 days 00:35:02.000000000,0 days 00:03:13.000000000,0 days 00:21:14.000000000,0 days 00:10:36.000000000
6,7,ORVELIN REMI,CHAMBÉRY TRIATHLON,CAM (3),M,0 days 00:35:22.000000000,0 days 00:03:53.000000000,0 days 00:20:40.000000000,0 days 00:10:49.000000000
7,8,THEDY LOUIS,TRISALEVE ANNEMASSE,S1M (4),M,0 days 00:35:36.000000000,0 days 00:03:30.000000000,0 days 00:20:57.000000000,0 days 00:11:10.000000000
8,9,TOURETTE ADRIEN,TRIATHLON ACADÉMIE MONTLUÇON (TAM),S1M (5),M,0 days 00:35:41.000000000,0 days 00:02:54.000000000,0 days 00:21:22.000000000,0 days 00:11:27.000000000
9,10,WARTEL JULIEN,TEAM MERMILLOD TRIATHLON,S2M (1),M,0 days 00:35:54.000000000,0 days 00:04:57.000000000,0 days 00:20:04.000000000,0 days 00:10:54.000000000
10,11,TERRAPON DENIS,TRIATHLON CLUBGENEVATRIATHLONORG,S3M (1),M,0 days 00:36:09.000000000,0 days 00:03:51.000000000,0 days 00:20:41.000000000,0 days 00:11:37.000000000
11,12,DESNOEL MARC,CHAMBÉRY TRIATHLON,CAM (4),M,0 days 00:36:16.000000000,0 days 00:03:19.000000000,0 days 00:22:25.000000000,0 days 00:10:34.000000000
12,13,ARNAUD EMERIC,LES ALLIGATORS SEYNOD TRIATHLON,CAM (5),M,0 days 00:36:18.000000000,0 days 00:04:14.000000000,0 days 00:21:32.000000000,0 days 00:10:33.000000000
13,14,POUPELLOZ RÉMI,CHAMBÉRY TRIATHLON,JUM (2),M,0 days 00:36:29.000000000,0 days 00:03:35.000000000,0 days 00:21:01.000000000,0 days 00:11:54.000000000
14,15,KAUP MATÉO,A L ECHIROLLES TRIATHLON,S2M (2),M,0 days 00:36:41.000000000,0 days 00:04:03.000000000,0 days 00:21:04.000000000,0 days 00:11:35.000000000
15,16,HALDIMANN EDGAR,NON LICENCIE,S2M (3),M,0 days 00:36:52.000000000,0 days 00:04:43.000000000,0 days 00:21:21.000000000,0 days 00:10:48.000000000
16,17,BERGER NICOLAS,NON LICENCIE,S3M (2),M,0 days 00:37:01.000000000,0 days 00:05:08.000000000,0 days 00:20:33.000000000,0 days 00:11:20.000000000
17,18,LOUIS DAVID,AIX SAVOIE TRIATHLON,S1M (6),M,0 days 00:37:20.000000000,0 days 00:03:43.000000000,0 days 00:22:09.000000000,0 days 00:11:28.000000000
18,19,EMONET JEAN-MICHEL,AIX SAVOIE TRIATHLON,V1M (1),M,0 days 00:38:00.000000000,,,
19,20,SCHADEGG ALAIN,TRIATHLON CLUBGENEVATRIATHLONORG,S2M (4),M,0 days 00:38:03.000000000,0 days 00:04:36.000000000,0 days 00:21:50.000000000,0 days 00:11:38.000000000
20,21,ROCHAT ALEXIS,ASVEL TRIATHLON,MIM (1),M,0 days 00:38:41.000000000,0 days 00:03:58.000000000,0 days 00:23:28.000000000,0 days 00:11:16.000000000
21,22,DAMALIX GILLES,CHAMBÉRY TRIATHLON,V1M (2),M,0 days 00:38:41.000000000,0 days 00:04:47.000000000,0 days 00:22:44.000000000,0 days 00:11:11.000000000
22,23,GUERRET LÉA,TRISALÈVE ANNEMASSE,CAF (1),F,0 days 00:38:44.000000000,0 days 00:03:39.000000000,0 days 00:22:46.000000000,0 days 00:12:20.000000000
23,24,DAMALIX LUCAS,CHAMBÉRY TRIATHLON,MIM (2),M,0 days 00:38:45.000000000,0 days 00:04:09.000000000,0 days 00:23:10.000000000,0 days 00:11:28.000000000
24,25,MASSEY LEE,TRIATHLON CLUB GBR,V1M (3),M,0 days 00:38:49.000000000,0 days 00:04:17.000000000,0 days 00:21:43.000000000,0 days 00:12:49.000000000
25,26,SIMBANA DAVID,CHAMBÉRY TRIATHLON,S1M (7),M,0 days 00:38:59.000000000,0 days 00:03:13.000000000,0 days 00:23:44.000000000,0 days 00:12:02.000000000
26,27,CHARNAL ANOUCK,CRV LYON TRIATHLON,MIF (1),F,0 days 00:39:40.000000000,0 days 00:03:48.000000000,0 days 00:22:28.000000000,0 days 00:13:25.000000000
27,28,HAMILTON PHILIP,TRIATHLON CLUB DE GENEVE,V2M (1),M,0 days 00:39:41.000000000,0 days 00:04:51.000000000,0 days 00:23:21.000000000,0 days 00:11:30.000000000
28,29,CHAUDOYE FABIEN,NON LICENCIE,V7M (1),M,0 days 00:39:46.000000000,0 days 00:04:19.000000000,0 days 00:23:30.000000000,0 days 00:11:58.000000000
29,30,CHIRI FREDERIQUE,NON LICENCIE,V1M (4),M,0 days 00:39:58.000000000,0 days 00:06:01.000000000,0 days 00:21:46.000000000,0 days 00:12:13.000000000
30,31,CHANEL DELPHINE,LES PIRANHAS,S4F (1),F,0 days 00:40:01.000000000,0 days 00:04:17.000000000,0 days 00:23:03.000000000,0 days 00:12:42.000000000
31,32,PECHERAND THIERRY,NON LICENCIE,V1M (5),M,0 days 00:40:09.000000000,0 days 00:04:50.000000000,0 days 00:22:43.000000000,0 days 00:12:36.000000000
32,33,FAVRE OLIVIER,PUBLIER TRIATHLON,V1M (6),M,0 days 00:40:17.000000000,0 days 00:04:10.000000000,0 days 00:23:21.000000000,0 days 00:12:47.000000000
33,34,AOUDIA LOUKA,NON LICENCIE,CAM (6),M,0 days 00:40:23.000000000,0 days 00:03:30.000000000,0 days 00:22:57.000000000,0 days 00:13:57.000000000
34,35,GAILHOT JONATHAN,VALLONS DE LA TOUR TRIATHLON,S1M (8),M,0 days 00:40:26.000000000,0 days 00:04:45.000000000,0 days 00:23:28.000000000,0 days 00:12:13.000000000
35,36,LACHAUX ARMAND,TRISALEVE ANNEMASSE,V2M (2),M,0 days 00:40:27.000000000,0 days 00:04:45.000000000,0 days 00:23:37.000000000,0 days 00:12:05.000000000
36,37,VYNCK SÉBASTIEN,GRESIVAUDAN TRIATHLON,S4M (1),M,0 days 00:40:30.000000000,0 days 00:05:50.000000000,0 days 00:23:08.000000000,0 days 00:11:33.000000000
37,38,FARINET ROMAIN,ASMSETRI42,MIM (3),M,0 days 00:40:32.000000000,0 days 00:04:07.000000000,0 days 00:23:06.000000000,0 days 00:13:21.000000000
38,39,DUCLAUX MICHEL,NON LICENCIE,V3M (1),M,0 days 00:40:39.000000000,0 days 00:04:33.000000000,0 days 00:22:55.000000000,0 days 00:13:12.000000000
39,40,ORVELIN THEOPHILE,CHAMBÉRY TRIATHLON,MIM (4),M,0 days 00:40:46.000000000,0 days 00:05:12.000000000,0 days 00:23:56.000000000,0 days 00:11:39.000000000
40,41,DARSEL ERIC,SAINT PRIEST TRIATHLON,V1M (7),M,0 days 00:41:08.000000000,0 days 00:05:40.000000000,0 days 00:24:22.000000000,0 days 00:11:07.000000000
41,42,GIVRE THOMAS,NON LICENCIE,S1M (9),M,0 days 00:41:26.000000000,0 days 00:04:09.000000000,0 days 00:23:16.000000000,0 days 00:14:03.000000000
42,43,BRANCAZ LOÏC,CHAMBÉRY TRIATHLON,S2M (5),M,0 days 00:41:36.000000000,0 days 00:04:27.000000000,0 days 00:21:42.000000000,0 days 00:15:28.000000000
43,44,FABRE VIOLAINE,A L ECHIROLLES TRIATHLON,S2F (1),F,0 days 00:41:39.000000000,0 days 00:05:25.000000000,0 days 00:23:44.000000000,0 days 00:12:31.000000000
44,45,FLAMMIER ROMAIN,ALBERTVILLE TARENTAISE TRIATHLON,S1M (10),M,0 days 00:41:42.000000000,0 days 00:03:54.000000000,0 days 00:23:28.000000000,0 days 00:14:21.000000000
45,46,GREGUS ROBERT,TRIATHLON CLUB GENEVA TRI,V1M (8),M,0 days 00:41:44.000000000,0 days 00:04:11.000000000,0 days 00:24:44.000000000,0 days 00:12:49.000000000
46,47,COUTURIER MÉLAINE,NON LICENCIE,S3M (3),M,0 days 00:41:54.000000000,0 days 00:04:54.000000000,0 days 00:24:05.000000000,0 days 00:12:56.000000000
47,48,MARCHON VALENTINE,NON LICENCIE,MIF (2),F,0 days 00:41:56.000000000,0 days 00:03:53.000000000,0 days 00:25:29.000000000,0 days 00:12:35.000000000
48,49,VAILLOUD EMILIE,NON LICENCIE,S3F (1),F,0 days 00:41:57.000000000,0 days 00:04:18.000000000,0 days 00:24:10.000000000,0 days 00:13:29.000000000
49,50,PERRIN MELISSA,NON LICENCIE,JUF (1),F,0 days 00:41:59.000000000,0 days 00:03:41.000000000,0 days 00:24:58.000000000,0 days 00:13:21.000000000
