,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,LOY JULIEN,AL ECHIROLLES TRI,1 - MSe,M,0 days 01:52:52.000000000,0 days 00:21:17.000000000,0 days 00:57:55.000000000,0 days 00:33:40.000000000
1,2,OUILLERES GWENAËL,TEAM MERMILLOD TRI,2 - MSe,M,0 days 01:54:49.000000000,0 days 00:23:10.000000000,0 days 00:56:42.000000000,0 days 00:34:57.000000000
2,3,BOUTTIER GRÉGORY,MONTLUÇON TRI,3 - MSe,M,0 days 01:56:14.000000000,0 days 00:21:45.000000000,0 days 00:58:11.000000000,0 days 00:36:18.000000000
3,4,ROTA SYLVAIN,CRV LYON TRI,4 - MSe,M,0 days 01:59:04.000000000,0 days 00:22:17.000000000,0 days 00:59:03.000000000,0 days 00:37:44.000000000
4,5,DUPONT PHILIPPE,TEAM MERMILLOD TRI,5 - MSe,M,0 days 02:00:43.000000000,0 days 00:23:09.000000000,0 days 01:01:40.000000000,0 days 00:35:54.000000000
5,6,MALLEBAY NICOLAS,AL ECHIROLLES TRI,6 - MSe,M,0 days 02:02:02.000000000,0 days 00:23:50.000000000,0 days 01:02:05.000000000,0 days 00:36:07.000000000
6,7,MAJEWSKI ALEXANDRE,MACH 3 TRI,7 - MSe,M,0 days 02:02:18.000000000,0 days 00:26:25.000000000,0 days 00:59:42.000000000,0 days 00:36:11.000000000
7,8,BOUDIN CHRISTOPHE,TEAM MERMILLOD TRI,8 - MSe,M,0 days 02:03:10.000000000,0 days 00:23:56.000000000,0 days 01:02:12.000000000,0 days 00:37:02.000000000
8,9,WITH DAMIEN,TEAM MERMILLOD TRI,9 - MSe,M,0 days 02:03:32.000000000,0 days 00:24:26.000000000,0 days 01:01:37.000000000,0 days 00:37:29.000000000
9,10,CRIADO ROMAIN,TEAM MERMILLOD TRI,10 - MSe,M,0 days 02:03:39.000000000,0 days 00:22:32.000000000,0 days 01:03:32.000000000,0 days 00:37:35.000000000
10,11,DEBOES CHRISTOPHE,ASMSE TRI 42,11 - MSe,M,0 days 02:03:42.000000000,0 days 00:24:15.000000000,0 days 01:01:50.000000000,0 days 00:37:37.000000000
11,12,CHRISTIN NICOLAS,AL ECHIROLLES TRI,12 - MSe,M,0 days 02:03:58.000000000,0 days 00:25:41.000000000,0 days 01:00:22.000000000,0 days 00:37:55.000000000
12,13,BINET STEPHEN,AIX SAVOIE TRI,13 - MSe,M,0 days 02:04:04.000000000,0 days 00:24:21.000000000,0 days 01:01:00.000000000,0 days 00:38:43.000000000
13,14,PICHON LIONEL,CHAMBÉRY TRI,14 - MSe,M,0 days 02:04:09.000000000,0 days 00:26:27.000000000,0 days 01:00:25.000000000,0 days 00:37:17.000000000
14,15,GUERRET THIERRY,TRI SALÈVE,1 - MVe,M,0 days 02:04:19.000000000,0 days 00:22:47.000000000,0 days 01:02:07.000000000,0 days 00:39:25.000000000
15,16,VIGNOUD JULIEN,CHAMBÉRY TRI,15 - MSe,M,0 days 02:04:20.000000000,0 days 00:24:51.000000000,0 days 01:01:17.000000000,0 days 00:38:12.000000000
16,17,ESPITALLIER SÉBASTIEN,TEAM MERMILLOD TRI,16 - MSe,M,0 days 02:04:44.000000000,0 days 00:24:39.000000000,0 days 01:01:25.000000000,0 days 00:38:40.000000000
17,18,LINGEN SYLVAIN,AIX SAVOIE TRI,17 - MSe,M,0 days 02:05:04.000000000,0 days 00:23:15.000000000,0 days 01:01:02.000000000,0 days 00:40:47.000000000
18,19,BALLY LAURENT,AL ECHIROLLES TRI,18 - MSe,M,0 days 02:05:10.000000000,0 days 00:23:48.000000000,0 days 01:03:38.000000000,0 days 00:37:44.000000000
19,20,ANTOINE PHILIPPE,CN GAP,19 - MSe,M,0 days 02:05:35.000000000,0 days 00:25:24.000000000,0 days 01:03:16.000000000,0 days 00:36:55.000000000
20,21,ROMAN YOHAN,TRI SALÈVE,20 - MSe,M,0 days 02:05:51.000000000,0 days 00:25:06.000000000,0 days 01:02:23.000000000,0 days 00:38:22.000000000
21,22,BRYCZMAN PHILIPPE,VALENCE TRI,2 - MVe,M,0 days 02:05:56.000000000,0 days 00:24:45.000000000,0 days 01:02:08.000000000,0 days 00:39:03.000000000
22,23,SAUVANT NICOLAS,VALENCE TRI,21 - MSe,M,0 days 02:06:20.000000000,0 days 00:23:14.000000000,0 days 01:03:46.000000000,0 days 00:39:20.000000000
23,24,OCTAVE FREDERIC,TRI CLUB VAL DRÔME,22 - MSe,M,0 days 02:06:36.000000000,0 days 00:25:29.000000000,0 days 01:00:33.000000000,0 days 00:40:34.000000000
24,25,DURIN NICOLAS,MACH 3 TRI,23 - MSe,M,0 days 02:06:57.000000000,0 days 00:27:37.000000000,0 days 00:59:12.000000000,0 days 00:40:08.000000000
25,26,ARCHAMBAULT PIERRE YVES,AIX SAVOIE TRI,24 - MSe,M,0 days 02:07:01.000000000,0 days 00:27:41.000000000,0 days 01:00:17.000000000,0 days 00:39:03.000000000
26,27,BERNAUD JEAN LOUIS,ASMSE TRI 42,25 - MSe,M,0 days 02:07:14.000000000,0 days 00:22:52.000000000,0 days 01:03:04.000000000,0 days 00:41:18.000000000
27,28,RIVET DIDIER,MACH 3 TRI,3 - MVe,M,0 days 02:07:24.000000000,0 days 00:26:23.000000000,0 days 01:04:16.000000000,0 days 00:36:45.000000000
28,29,FAURE HERVÉ,VITROLLES TRI,26 - MSe,M,0 days 02:07:24.000000000,0 days 00:22:24.000000000,0 days 01:09:05.000000000,0 days 00:35:55.000000000
29,30,GIRODET GUILLAUME,ASMSE TRI 42,27 - MSe,M,0 days 02:07:55.000000000,0 days 00:24:17.000000000,0 days 01:03:23.000000000,0 days 00:40:15.000000000
30,31,CHABOUD RÉGIS,TRI SALÈVE,28 - MSe,M,0 days 02:07:57.000000000,0 days 00:28:57.000000000,0 days 01:01:01.000000000,0 days 00:37:59.000000000
31,32,BELLET LAURENT,AIX SAVOIE TRI,4 - MVe,M,0 days 02:08:02.000000000,0 days 00:29:07.000000000,0 days 01:01:04.000000000,0 days 00:37:51.000000000
32,33,BERTRAND FABRICE,LÉMAN TRI CLUB,5 - MVe,M,0 days 02:08:13.000000000,0 days 00:26:32.000000000,0 days 01:03:54.000000000,0 days 00:37:47.000000000
33,34,FAURAX WILLIAM,CHAMBÉRY TRI,6 - MVe,M,0 days 02:08:28.000000000,0 days 00:26:17.000000000,0 days 01:02:20.000000000,0 days 00:39:51.000000000
34,35,PERSONNE GRÉGORY,TRI CLUB 2 RIVES,29 - MSe,M,0 days 02:08:41.000000000,0 days 00:28:04.000000000,0 days 01:05:11.000000000,0 days 00:35:26.000000000
35,36,LEVILLAIN CYRIL,GUC TRI,7 - MVe,M,0 days 02:08:54.000000000,0 days 00:25:49.000000000,0 days 01:04:35.000000000,0 days 00:38:30.000000000
36,37,JACQUIER FLORIAN,TRIVIERA VEVEY CH,30 - MSe,M,0 days 02:08:55.000000000,0 days 00:23:51.000000000,0 days 01:06:14.000000000,0 days 00:38:50.000000000
37,38,GIORDANO MANUEL,TRI SALÈVE,31 - MSe,M,0 days 02:09:16.000000000,0 days 00:26:26.000000000,0 days 01:04:43.000000000,0 days 00:38:07.000000000
38,39,FOUGERES MATHIEU,FONTANIL TRI,32 - MSe,M,0 days 02:09:29.000000000,0 days 00:24:24.000000000,0 days 01:05:17.000000000,0 days 00:39:48.000000000
39,40,AUREILLE FLORIAN,TEAM MERMILLOD TRI,33 - MSe,M,0 days 02:09:59.000000000,0 days 00:25:39.000000000,0 days 01:02:23.000000000,0 days 00:41:57.000000000
40,41,PION JULIEN,AIX SAVOIE TRI,34 - MSe,M,0 days 02:10:14.000000000,0 days 00:29:24.000000000,0 days 01:00:47.000000000,0 days 00:40:03.000000000
41,42,BLATTNER J. MARIE,RILLIEUX TRI,35 - MSe,M,0 days 02:10:18.000000000,0 days 00:24:37.000000000,0 days 01:06:18.000000000,0 days 00:39:23.000000000
42,43,BRUN BENJAMIN,AL ECHIROLLES TRI,36 - MSe,M,0 days 02:10:25.000000000,0 days 00:25:37.000000000,0 days 01:05:40.000000000,0 days 00:39:08.000000000
43,44,MEZGUELDI MOHAMED,ANNONAY TRI,8 - MVe,M,0 days 02:10:28.000000000,0 days 00:26:30.000000000,0 days 01:04:56.000000000,0 days 00:39:02.000000000
44,45,ARNAUD CÉDRIC,LES ALLIGATORS SEYNOD TRI,37 - MSe,M,0 days 02:10:36.000000000,0 days 00:26:50.000000000,0 days 01:02:57.000000000,0 days 00:40:49.000000000
45,46,HAINAUT FRANÇOIS,ASVEL TRI,38 - MSe,M,0 days 02:10:40.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
46,47,DELICOURT STEPHANE,TRIALPMOIRANS,39 - MSe,M,0 days 02:10:45.000000000,0 days 00:27:00.000000000,0 days 01:04:08.000000000,0 days 00:39:37.000000000
47,48,BOMBLED SAMUEL,LES ALLIGATORS SEYNOD TRI,40 - MSe,M,0 days 02:10:55.000000000,0 days 00:26:07.000000000,0 days 01:04:46.000000000,0 days 00:40:02.000000000
48,49,BESSIERES LAURENT,GUC TRI,41 - MSe,M,0 days 02:10:59.000000000,0 days 00:27:25.000000000,0 days 01:01:55.000000000,0 days 00:41:39.000000000
49,50,LEMAY VIRGINIE,LES HYDROCYCLOPEDS,1 - FSe,F,0 days 02:11:04.000000000,0 days 00:24:29.000000000,0 days 01:06:49.000000000,0 days 00:39:46.000000000
50,51,LEMAY BENJAMIN,LES HYDROCYCLOPEDS,42 - MSe,M,0 days 02:11:04.000000000,0 days 00:29:05.000000000,0 days 01:02:11.000000000,0 days 00:39:48.000000000
51,52,AGIER PHILIP,VALENCE TRI,9 - MVe,M,0 days 02:11:10.000000000,0 days 00:27:31.000000000,0 days 01:02:39.000000000,0 days 00:41:00.000000000
