,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,MAZURE CYRILLE,LA ROCHE SUR FORON,S4 (1.),M,0 days 01:04:31.000000000,0 days 00:10:05.000000000,0 days 00:36:07.000000000,0 days 00:17:27.000000000
1,2,CHABOUD REGIS,TEAM ACTIVA SPORT,S4 (2.),M,0 days 01:06:09.000000000,0 days 00:12:06.000000000,0 days 00:34:52.000000000,0 days 00:18:03.000000000
2,3,GARNIER GUILLAUME,TEAM MERMILLOD,S3 (1.),M,0 days 01:06:11.000000000,0 days 00:12:29.000000000,0 days 00:34:38.000000000,0 days 00:17:47.000000000
3,4,PERCELAY GRÉGOIRE,TRIALP MOIRANS,S3 (2.),M,0 days 01:06:31.000000000,0 days 00:11:30.000000000,0 days 00:35:11.000000000,0 days 00:17:57.000000000
4,5,ORVELIN JULIEN,NON LICENCIE,S1 (1.),M,0 days 01:07:04.000000000,0 days 00:10:54.000000000,0 days 00:35:58.000000000,0 days 00:19:01.000000000
5,6,PAVAILLER SÉBASTIEN,CHAMBÉRY TRIATHLON,S1 (2.),M,0 days 01:07:10.000000000,0 days 00:09:37.000000000,0 days 00:37:33.000000000,0 days 00:18:49.000000000
6,7,VITTEAUT THÉO,ONN,CA (1.),M,0 days 01:07:20.000000000,0 days 00:09:59.000000000,0 days 00:36:56.000000000,0 days 00:19:09.000000000
7,8,RUSCONI MICKAEL,LES ALLIGATORS SEYNOD,S1 (3.),M,0 days 01:07:37.000000000,0 days 00:11:17.000000000,0 days 00:36:18.000000000,0 days 00:18:39.000000000
8,9,THEDY GREGOIRE,TRISALEVE ANNEMASSE,CA (2.),M,0 days 01:08:02.000000000,0 days 00:11:17.000000000,0 days 00:35:47.000000000,0 days 00:19:50.000000000
9,10,LENOURRY GÉRALD,DIJON SINGLETRACK,S4 (3.),M,0 days 01:09:15.000000000,0 days 00:12:36.000000000,0 days 00:36:13.000000000,0 days 00:18:47.000000000
