,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,FAURE HERVE,VITROLLES TRI,1 S4M,M,0 days 01:01:09.000000000,0 days 00:09:25.000000000,0 days 00:34:20.000000000,0 days 00:17:25.000000000
1,2,ROTA SYLVAIN,TRIATHL AIX,1 S2M,M,0 days 01:01:32.000000000,0 days 00:09:22.000000000,0 days 00:34:41.000000000,0 days 00:17:31.000000000
2,3,MOULAY TONY,POISSY TRI,2 S4M,M,0 days 01:02:25.000000000,0 days 00:08:43.000000000,0 days 00:37:17.000000000,0 days 00:16:27.000000000
3,4,FAVRE FELIX DAMIEN,ASSP TRIATHLON 69,3 S4M,M,0 days 01:02:36.000000000,0 days 00:10:36.000000000,0 days 00:33:09.000000000,0 days 00:18:53.000000000
4,5,STRAGAPEDE VINCENT,GT VESOUL HAUTE SAONE,2 S2M,M,0 days 01:03:12.000000000,0 days 00:09:34.000000000,0 days 00:35:30.000000000,0 days 00:18:10.000000000
5,6,ORNELLAS MARCUS,PAS DE CLUB,1 V1M,M,0 days 01:03:42.000000000,0 days 00:09:35.000000000,0 days 00:36:31.000000000,0 days 00:17:38.000000000
6,7,LOY JULIEN,ALE TRIATHLON,4 S4M,M,0 days 01:03:58.000000000,0 days 00:09:22.000000000,0 days 00:36:12.000000000,0 days 00:18:26.000000000
7,8,LARDIER JONATHAN,CORSICA TRIATHLON,3 S2M,M,0 days 01:04:24.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
8,9,VIAIN SIMON,VALENCE TRI,1 JUM,M,0 days 01:05:06.000000000,0 days 00:09:21.000000000,0 days 00:38:04.000000000,0 days 00:17:43.000000000
9,10,AUREILLE FLORIAN,TMT,1 S3M,M,0 days 01:05:14.000000000,0 days 00:10:43.000000000,0 days 00:36:35.000000000,0 days 00:17:57.000000000
10,11,DUPONT PHILIPPE,TMT,2 V1M,M,0 days 01:05:36.000000000,0 days 00:09:44.000000000,0 days 00:37:51.000000000,0 days 00:18:02.000000000
11,12,BARTHELEMY ANTOINE,GT VESOUL HAUTE SAONE,1 S1M,M,0 days 01:06:02.000000000,0 days 00:10:00.000000000,0 days 00:37:21.000000000,0 days 00:18:42.000000000
12,13,TISSERAND GUILLAUME,GT VESOUL HAUTE SAONE,4 S2M,M,0 days 01:06:14.000000000,0 days 00:09:35.000000000,0 days 00:38:27.000000000,0 days 00:18:13.000000000
13,14,SUGIER THIBAULT,TTC,5 S2M,M,0 days 01:06:20.000000000,0 days 00:09:54.000000000,0 days 00:38:48.000000000,0 days 00:17:40.000000000
14,15,PHILIPPE GUILLAUME,A.L.ECHIROLLES TRIATH,6 S2M,M,0 days 01:06:38.000000000,0 days 00:10:40.000000000,0 days 00:36:58.000000000,0 days 00:19:02.000000000
15,16,BOUDIN CHRISTOPHE,TMT,3 V1M,M,0 days 01:06:43.000000000,0 days 00:10:37.000000000,0 days 00:38:11.000000000,0 days 00:17:56.000000000
16,17,MOREL GUILLAUME,TTC,2 JUM,M,0 days 01:06:47.000000000,0 days 00:09:52.000000000,0 days 00:38:29.000000000,0 days 00:18:28.000000000
17,18,COURT SEBASTIEN,CRV LYON,3 JUM,M,0 days 01:06:54.000000000,0 days 00:09:28.000000000,0 days 00:39:17.000000000,0 days 00:18:11.000000000
18,19,GOULESQUE SYLVAIN,VITROLLES TRI,2 S3M,M,0 days 01:06:57.000000000,0 days 00:09:13.000000000,0 days 00:39:26.000000000,0 days 00:18:19.000000000
19,20,DELETRAZ JULIEN,NON LICENCIÉ,5 S4M,M,0 days 01:07:00.000000000,0 days 00:10:01.000000000,0 days 00:37:42.000000000,0 days 00:19:18.000000000
